pmid,stage2,stage4
"PMID:28724658","1","0"
"PMID:28735033","1","0"
"PMID:28740105","1","0"
"PMID:28741838","1","0"
"PMID:28751236","1","0"
"PMID:28752072","1","0"
"PMID:28765096","1","0"
"PMID:28769031","1","0"
"PMID:28774890","1","0"
"PMID:28790390","1","0"
"PMID:28794470","1","0"
"PMID:28796631","1","0"
"PMID:28801138","1","0"
"PMID:28811679","1","0"
"PMID:28812018","1","0"
"PMID:28824431","1","0"
"PMID:28842010","1","0"
"PMID:28842438","1","0"
"PMID:28844962","1","0"
"PMID:28845027","1","0"
"PMID:28846969","1","0"
"PMID:28851516","1","0"
"PMID:28859904","1","0"
"PMID:28879601","1","0"
"PMID:28881663","1","0"
"PMID:28885978","1","0"
"PMID:28894178","1","0"
"PMID:28894220","1","0"
"PMID:28910977","1","0"
"PMID:28916285","1","0"
"PMID:28923513","1","0"
"PMID:28924161","1","0"
"PMID:28925944","1","0"
"PMID:28928476","1","0"
"PMID:28928807","1","0"
"PMID:28962244","1","0"
"PMID:28962266","1","0"
"PMID:28962402","1","0"
"PMID:28964733","1","0"
"PMID:28965124","1","0"
"PMID:28973377","1","0"
"PMID:28973382","1","0"
"PMID:28974696","1","0"
"PMID:28977589","1","0"
"PMID:28978458","1","0"
"PMID:28993852","1","0"
"PMID:29034469","1","0"
"PMID:29040392","1","0"
"PMID:29042453","1","0"
"PMID:29079494","1","0"
"PMID:29093337","1","0"
"PMID:29100959","1","0"
"PMID:29102535","1","0"
"PMID:29106673","1","0"
"PMID:29124983","1","0"
"PMID:29126303","1","0"
"PMID:29126319","1","0"
"PMID:29143548","1","0"
"PMID:29149324","1","0"
"PMID:29149346","1","0"
"PMID:29162477","1","0"
"PMID:29173116","1","0"
"PMID:29197580","1","0"
"PMID:29222635","1","0"
"PMID:29235335","1","0"
"PMID:29247840","1","0"
"PMID:29253770","1","0"
"PMID:29259978","1","0"
"PMID:29260494","1","0"
"PMID:29278848","1","0"
"PMID:29307701","1","0"
"PMID:29328408","1","0"
"PMID:29328989","1","0"
"PMID:29329451","1","0"
"PMID:29331935","1","0"
"PMID:29339303","1","0"
"PMID:29344011","1","0"
"PMID:29351906","1","0"
"PMID:29355495","1","0"
"PMID:29389661","1","0"
"PMID:29409039","1","0"
"PMID:29410257","1","0"
"PMID:29421333","1","0"
"PMID:29427786","1","0"
"PMID:29428349","1","0"
"PMID:29433907","1","0"
"PMID:29438945","1","0"
"PMID:29459774","1","0"
"PMID:29471534","1","0"
"PMID:29476780","1","0"
"PMID:29478761","1","0"
"PMID:29479338","1","0"
"PMID:29484677","1","0"
"PMID:29491214","1","0"
"PMID:29491215","1","0"
"PMID:29499248","1","0"
"PMID:29501196","1","0"
"PMID:29505796","1","0"
"PMID:29518729","1","0"
"PMID:29524480","1","0"
"PMID:29529570","1","0"
"PMID:29547277","1","0"
"PMID:29575470","1","0"
"PMID:29629442","1","0"
"PMID:29631224","1","0"
"PMID:29634587","1","0"
"PMID:29648481","1","0"
"PMID:29649157","1","0"
"PMID:29655234","1","0"
"PMID:29666266","1","0"
"PMID:29669060","1","0"
"PMID:29669061","1","0"
"PMID:29680376","1","0"
"PMID:29683687","1","0"
"PMID:29688260","1","0"
"PMID:29698686","1","0"
"PMID:29699148","1","0"
"PMID:29709634","1","0"
"PMID:29732168","1","0"
"PMID:29743443","1","0"
"PMID:29746933","1","0"
"PMID:29753247","1","0"
"PMID:29763311","1","0"
"PMID:29763383","1","0"
"PMID:29763587","1","0"
"PMID:29775424","1","0"
"PMID:29777833","1","0"
"PMID:29778459","1","0"
"PMID:29789714","1","0"
"PMID:29790806","1","0"
"PMID:29846729","1","0"
"PMID:29847185","1","0"
"PMID:29860300","1","0"
"PMID:29863768","1","0"
"PMID:29881411","1","0"
"PMID:29881475","1","0"
"PMID:29912934","1","0"
"PMID:29920734","1","0"
"PMID:29928592","1","0"
"PMID:29935226","1","0"
"PMID:29937353","1","0"
"PMID:29940022","1","0"
"PMID:29952068","1","0"
"PMID:29957541","1","0"
"PMID:29973080","1","0"
"PMID:30000851","1","0"
"PMID:30002678","1","0"
"PMID:30012715","1","0"
"PMID:30015891","1","0"
"PMID:30019933","1","0"
"PMID:30065191","1","0"
"PMID:30090567","1","0"
"PMID:30090599","1","0"
"PMID:30099086","1","0"
"PMID:30099677","1","0"
"PMID:30149043","1","0"
"PMID:30159150","1","0"
"PMID:30170956","1","0"
"PMID:30187510","1","0"
"PMID:30194976","1","0"
"PMID:30196065","1","0"
"PMID:30220498","1","0"
"PMID:30238673","1","0"
"PMID:30240697","1","0"
"PMID:30243954","1","0"
"PMID:30245210","1","0"
"PMID:30257398","1","0"
"PMID:30262144","1","0"
"PMID:30268827","1","0"
"PMID:30283786","1","0"
"PMID:30284437","1","0"
"PMID:30287398","1","0"
"PMID:30292839","1","0"
"PMID:30298846","1","0"
"PMID:30306007","1","0"
"PMID:30306320","1","0"
"PMID:30312649","1","0"
"PMID:30319551","1","0"
"PMID:30336316","1","0"
"PMID:30352794","1","0"
"PMID:30384071","1","0"
"PMID:30399599","1","0"
"PMID:30403786","1","0"
"PMID:30445398","1","0"
"PMID:30447247","1","0"
"PMID:30447264","1","0"
"PMID:30496566","1","0"
"PMID:30500912","1","0"
"PMID:30508572","1","0"
"PMID:30524225","1","0"
"PMID:30542603","1","0"
"PMID:30558807","1","0"
"PMID:30576639","1","0"
"PMID:30580332","1","0"
"PMID:30582956","1","0"
"PMID:30599193","1","0"
"PMID:30609183","1","0"
"PMID:30641124","1","0"
"PMID:30648648","1","0"
"PMID:30660913","1","0"
"PMID:30668803","1","0"
"PMID:30675313","1","0"
"PMID:30675821","1","0"
"PMID:30677511","1","0"
"PMID:30678825","1","0"
"PMID:30684567","1","0"
"PMID:30686791","1","0"
"PMID:30698843","1","0"
"PMID:30716354","1","0"
"PMID:30716364","1","0"
"PMID:30735951","1","0"
"PMID:30742918","1","0"
"PMID:30772545","1","0"
"PMID:30776609","1","0"
"PMID:30782532","1","0"
"PMID:30794351","1","0"
"PMID:30796839","1","0"
"PMID:30822117","1","0"
"PMID:30843041","1","0"
"PMID:30851706","1","0"
"PMID:30856437","1","0"
"PMID:30870658","1","0"
"PMID:30876887","1","0"
"PMID:30881451","1","0"
"PMID:30890009","1","0"
"PMID:30893788","1","0"
"PMID:30901638","1","0"
"PMID:30903913","1","0"
"PMID:30904504","1","0"
"PMID:30923014","1","0"
"PMID:30924551","1","0"
"PMID:30935992","1","0"
"PMID:30938853","1","0"
"PMID:30953899","1","0"
"PMID:30959087","1","0"
"PMID:30965118","1","0"
"PMID:30966736","1","0"
"PMID:30980863","1","0"
"PMID:30990586","1","0"
"PMID:30991879","1","0"
"PMID:31003143","1","0"
"PMID:31009676","1","0"
"PMID:31010227","1","0"
"PMID:31011801","1","0"
"PMID:31016965","1","0"
"PMID:31029726","1","0"
"PMID:31032947","1","0"
"PMID:31035166","1","0"
"PMID:31052388","1","0"
"PMID:31071630","1","0"
"PMID:31082460","1","0"
"PMID:31086981","1","0"
"PMID:31096733","1","0"
"PMID:31102255","1","0"
"PMID:31108126","1","0"
"PMID:31121516","1","0"
"PMID:31127318","1","0"
"PMID:31127943","1","0"
"PMID:31129320","1","0"
"PMID:31131740","1","0"
"PMID:31132478","1","0"
"PMID:31143956","1","0"
"PMID:31145510","1","0"
"PMID:31146095","1","0"
"PMID:31146103","1","0"
"PMID:31146155","1","0"
"PMID:31146160","1","0"
"PMID:31152826","1","0"
"PMID:31173147","1","0"
"PMID:31175881","1","0"
"PMID:31188430","1","0"
"PMID:31195007","1","0"
"PMID:31200452","1","0"
"PMID:31207516","1","0"
"PMID:31209583","1","0"
"PMID:31212022","1","0"
"PMID:31225966","1","0"
"PMID:31234578","1","0"
"PMID:31238218","1","0"
"PMID:31242819","1","0"
"PMID:31247398","1","0"
"PMID:31262386","1","0"
"PMID:31288075","1","0"
"PMID:31289329","1","0"
"PMID:31291264","1","0"
"PMID:31309914","1","0"
"PMID:31313480","1","0"
"PMID:31331389","1","0"
"PMID:31332285","1","0"
"PMID:31364238","1","0"
"PMID:31377521","1","0"
"PMID:31412280","1","0"
"PMID:31415812","1","0"
"PMID:31416231","1","0"
"PMID:31423773","1","0"
"PMID:31455814","1","0"
"PMID:31461711","1","0"
"PMID:31470548","1","0"
"PMID:31472229","1","0"
"PMID:31476509","1","0"
"PMID:31489946","1","0"
"PMID:31491697","1","0"
"PMID:31499574","1","0"
"PMID:31506004","1","0"
"PMID:31531678","1","0"
"PMID:31538121","1","0"
"PMID:31541695","1","0"
"PMID:31551929","1","0"
"PMID:31555614","1","0"
"PMID:31559443","1","0"
"PMID:31561157","1","0"
"PMID:31566189","1","0"
"PMID:31568827","1","0"
"PMID:31593742","1","0"
"PMID:31605955","1","0"
"PMID:31627035","1","0"
"PMID:31629899","1","0"
"PMID:31669319","1","0"
"PMID:31683422","1","0"
"PMID:31683443","1","0"
"PMID:31685870","1","0"
"PMID:31689635","1","0"
"PMID:31696622","1","0"
"PMID:31704469","1","0"
"PMID:31710847","1","0"
"PMID:31714645","1","0"
"PMID:31730801","1","0"
"PMID:31731436","1","0"
"PMID:31733320","1","0"
"PMID:31756437","1","0"
"PMID:31788436","1","0"
"PMID:31817561","1","0"
"PMID:31820560","1","0"
"PMID:31836225","1","0"
"PMID:31839622","1","0"
"PMID:31873886","1","0"
"PMID:31875570","1","0"
"PMID:31875672","1","0"
"PMID:31891770","1","0"
"PMID:31896193","1","0"
"DOI:10.1002/1438-9312(200202)104:2<131::AID-EJLT131>3.0.CO;2-0","1","0"
"DOI:10.1002/etc.5620150303","1","0"
"DOI:10.1002/etc.5620190208","1","0"
"DOI:10.1002/etc.5620191104","1","0"
"DOI:10.1007/s0012800074","1","0"
"DOI:10.1016/0048-3575(85)90118-X","1","0"
"DOI:10.1248/jhs.46.282","1","0"
"DOI:10.1248/jhs.47.495","1","0"
"DOI:10.1248/jhs.49.205","1","0"
"DOI:10.1248/jhs.49.298","1","0"
"DOI:10.1248/jhs.49.99","1","0"
"DOI:10.1248/jhs.51.48","1","0"
"DOI:10.3109/15569529709048893","1","0"
"J. W. Cook et al., 1934","1","0"
"PMID:20298","0","0"
"PMID:192669","0","0"
"PMID:307451","0","0"
"PMID:347443","0","0"
"PMID:387168","0","0"
"PMID:436398","0","0"
"PMID:454182","0","0"
"PMID:567528","0","0"
"PMID:570458","0","0"
"PMID:572601","0","0"
"PMID:660733","0","0"
"PMID:688081","0","0"
"PMID:744118","0","0"
"PMID:744928","0","0"
"PMID:789061","0","0"
"PMID:799963","0","0"
"PMID:810812","0","0"
"PMID:970983","0","0"
"PMID:1080333","0","0"
"PMID:1080338","0","0"
"PMID:1161698","0","0"
"PMID:1172998","0","0"
"PMID:1246766","0","0"
"PMID:1281508","0","0"
"PMID:1281935","0","0"
"PMID:1281936","0","0"
"PMID:1298226","0","0"
"PMID:1305634","0","0"
"PMID:1313996","0","0"
"PMID:1315038","0","0"
"PMID:1324012","0","0"
"PMID:1361432","0","0"
"PMID:1377479","0","0"
"PMID:1409723","0","0"
"PMID:1508206","0","0"
"PMID:1526930","0","0"
"PMID:1532159","0","0"
"PMID:1565210","0","0"
"PMID:1572000","0","0"
"PMID:1646657","0","0"
"PMID:1657021","0","0"
"PMID:1673020","0","0"
"PMID:1713817","0","0"
"PMID:1723380","0","0"
"PMID:1730612","0","0"
"PMID:1744562","0","0"
"PMID:1756018","0","0"
"PMID:1972363","0","0"
"PMID:1974774","0","0"
"PMID:2016295","0","0"
"PMID:2050071","0","0"
"PMID:2050082","0","0"
"PMID:2070416","0","0"
"PMID:2105331","0","0"
"PMID:2131828","0","0"
"PMID:2199748","0","0"
"PMID:2215947","0","0"
"PMID:2263610","0","0"
"PMID:2337691","0","0"
"PMID:2344407","0","0"
"PMID:2353841","0","0"
"PMID:2359056","0","0"
"PMID:2360040","0","0"
"PMID:2444018","0","0"
"PMID:2456376","0","0"
"PMID:2473203","0","0"
"PMID:2496424","0","0"
"PMID:2517451","0","0"
"PMID:2546939","0","0"
"PMID:2555130","0","0"
"PMID:2574043","0","0"
"PMID:2592412","0","0"
"PMID:2606523","0","0"
"PMID:2721310","0","0"
"PMID:2778369","0","0"
"PMID:2793827","0","0"
"PMID:2826898","0","0"
"PMID:2828916","0","0"
"PMID:2872014","0","0"
"PMID:2904293","0","0"
"PMID:2937394","0","0"
"PMID:2947638","0","0"
"PMID:2957499","0","0"
"PMID:2980345","0","0"
"PMID:2985858","0","0"
"PMID:3013580","0","0"
"PMID:3082313","0","0"
"PMID:3124969","0","0"
"PMID:3128898","0","0"
"PMID:3131092","0","0"
"PMID:3150370","0","0"
"PMID:3172132","0","0"
"PMID:3197918","0","0"
"PMID:3207906","0","0"
"PMID:3230582","0","0"
"PMID:3288221","0","0"
"PMID:3305084","0","0"
"PMID:3323058","0","0"
"PMID:3349198","0","0"
"PMID:3401313","0","0"
"PMID:3440718","0","0"
"PMID:3448618","0","0"
"PMID:3456597","0","0"
"PMID:3485180","0","0"
"PMID:3509729","0","0"
"PMID:3510116","0","0"
"PMID:3537858","0","0"
"PMID:3742194","0","0"
"PMID:3830014","0","0"
"PMID:3966242","0","0"
"PMID:4060570","0","0"
"PMID:4117365","0","0"
"PMID:4131727","0","0"
"PMID:4168139","0","0"
"PMID:4208103","0","0"
"PMID:4346915","0","0"
"PMID:4625049","0","0"
"PMID:5749858","0","0"
"PMID:5772502","0","0"
"PMID:6067147","0","0"
"PMID:6149092","0","0"
"PMID:6180561","0","0"
"PMID:6186657","0","0"
"PMID:6237915","0","0"
"PMID:6301271","0","0"
"PMID:6307491","0","0"
"PMID:6310583","0","0"
"PMID:6318772","0","0"
"PMID:6347048","0","0"
"PMID:6420938","0","0"
"PMID:6487543","0","0"
"PMID:6492199","0","0"
"PMID:6497650","0","0"
"PMID:6559111","0","0"
"PMID:6765313","0","0"
"PMID:6815707","0","0"
"PMID:6835917","0","0"
"PMID:6897076","0","0"
"PMID:6937703","0","0"
"PMID:7006411","0","0"
"PMID:7010866","0","0"
"PMID:7014921","0","0"
"PMID:7083136","0","0"
"PMID:7146898","0","0"
"PMID:7151767","0","0"
"PMID:7222145","0","0"
"PMID:7240033","0","0"
"PMID:7317081","0","0"
"PMID:7464302","0","0"
"PMID:7472365","0","0"
"PMID:7483672","0","0"
"PMID:7496611","0","0"
"PMID:7497651","0","0"
"PMID:7500980","0","0"
"PMID:7526405","0","0"
"PMID:7528157","0","0"
"PMID:7534226","0","0"
"PMID:7544269","0","0"
"PMID:7556029","0","0"
"PMID:7579923","0","0"
"PMID:7588482","0","0"
"PMID:7589179","0","0"
"PMID:7597096","0","0"
"PMID:7607197","0","0"
"PMID:7614935","0","0"
"PMID:7631494","0","0"
"PMID:7673057","0","0"
"PMID:7684502","0","0"
"PMID:7705017","0","0"
"PMID:7737065","0","0"
"PMID:7759786","0","0"
"PMID:7784450","0","0"
"PMID:7787915","0","0"
"PMID:7829605","0","0"
"PMID:7895709","0","0"
"PMID:7925006","0","0"
"PMID:7925752","0","0"
"PMID:7927078","0","0"
"PMID:7951778","0","0"
"PMID:7969064","0","0"
"PMID:8006324","0","0"
"PMID:8033869","0","0"
"PMID:8037843","0","0"
"PMID:8048058","0","0"
"PMID:8063527","0","0"
"PMID:8068644","0","0"
"PMID:8070750","0","0"
"PMID:8080506","0","0"
"PMID:8114938","0","0"
"PMID:8147239","0","0"
"PMID:8223262","0","0"
"PMID:8225803","0","0"
"PMID:8269848","0","0"
"PMID:8315613","0","0"
"PMID:8374664","0","0"
"PMID:8397898","0","0"
"PMID:8431597","0","0"
"PMID:8529577","0","0"
"PMID:8538620","0","0"
"PMID:8542423","0","0"
"PMID:8567692","0","0"
"PMID:8583961","0","0"
"PMID:8593864","0","0"
"PMID:8593882","0","0"
"PMID:8597137","0","0"
"PMID:8622925","0","0"
"PMID:8635441","0","0"
"PMID:8648511","0","0"
"PMID:8661346","0","0"
"PMID:8684098","0","0"
"PMID:8684104","0","0"
"PMID:8700191","0","0"
"PMID:8709758","0","0"
"PMID:8714222","0","0"
"PMID:8726166","0","0"
"PMID:8738933","0","0"
"PMID:8754283","0","0"
"PMID:8775763","0","0"
"PMID:8781076","0","0"
"PMID:8786023","0","0"
"PMID:8804568","0","0"
"PMID:8827063","0","0"
"PMID:8828855","0","0"
"PMID:8843570","0","0"
"PMID:8857515","0","0"
"PMID:8880000","0","0"
"PMID:8881015","0","0"
"PMID:8887438","0","0"
"PMID:8899369","0","0"
"PMID:8923010","0","0"
"PMID:8930552","0","0"
"PMID:8940348","0","0"
"PMID:8951225","0","0"
"PMID:8963751","0","0"
"PMID:8972105","0","0"
"PMID:9029710","0","0"
"PMID:9055873","0","0"
"PMID:9064814","0","0"
"PMID:9065977","0","0"
"PMID:9070728","0","0"
"PMID:9071972","0","0"
"PMID:9099572","0","0"
"PMID:9100320","0","0"
"PMID:9105789","0","0"
"PMID:9106076","0","0"
"PMID:9108595","0","0"
"PMID:9116102","0","0"
"PMID:9118812","0","0"
"PMID:9118873","0","0"
"PMID:9143718","0","0"
"PMID:9150392","0","0"
"PMID:9168014","0","0"
"PMID:9168015","0","0"
"PMID:9189697","0","0"
"PMID:9199334","0","0"
"PMID:9206031","0","0"
"PMID:9219650","0","0"
"PMID:9222139","0","0"
"PMID:9255415","0","0"
"PMID:9274909","0","0"
"PMID:9291489","0","0"
"PMID:9291497","0","0"
"PMID:9291506","0","0"
"PMID:9294720","0","0"
"PMID:9311545","0","0"
"PMID:9316643","0","0"
"PMID:9339476","0","0"
"PMID:9339477","0","0"
"PMID:9339480","0","0"
"PMID:9339482","0","0"
"PMID:9339483","0","0"
"PMID:9339485","0","0"
"PMID:9349835","0","0"
"PMID:9353176","0","0"
"PMID:9370963","0","0"
"PMID:9372623","0","0"
"PMID:9381687","0","0"
"PMID:9400337","0","0"
"PMID:9414464","0","0"
"PMID:9431568","0","0"
"PMID:9436259","0","0"
"PMID:9441923","0","0"
"PMID:9442285","0","0"
"PMID:9442288","0","0"
"PMID:9443998","0","0"
"PMID:9446727","0","0"
"PMID:9460166","0","0"
"PMID:9460167","0","0"
"PMID:9460169","0","0"
"PMID:9460170","0","0"
"PMID:9460173","0","0"
"PMID:9460174","0","0"
"PMID:9460177","0","0"
"PMID:9460181","0","0"
"PMID:9460184","0","0"
"PMID:9460185","0","0"
"PMID:9460653","0","0"
"PMID:9469881","0","0"
"PMID:9472348","0","0"
"PMID:9485482","0","0"
"PMID:9487091","0","0"
"PMID:9487093","0","0"
"PMID:9490183","0","0"
"PMID:9504976","0","0"
"PMID:9532881","0","0"
"PMID:9536160","0","0"
"PMID:9539003","0","0"
"PMID:9539004","0","0"
"PMID:9539036","0","0"
"PMID:9549759","0","0"
"PMID:9557820","0","0"
"PMID:9568709","0","0"
"PMID:9569946","0","0"
"PMID:9572124","0","0"
"PMID:9588346","0","0"
"PMID:9599705","0","0"
"PMID:9603826","0","0"
"PMID:9619575","0","0"
"PMID:9626543","0","0"
"PMID:9640260","0","0"
"PMID:9644658","0","0"
"PMID:9646041","0","0"
"PMID:9646042","0","0"
"PMID:9646049","0","0"
"PMID:9647885","0","0"
"PMID:9654791","0","0"
"PMID:9672563","0","0"
"PMID:9672676","0","0"
"PMID:9681970","0","0"
"PMID:9681971","0","0"
"PMID:9685697","0","0"
"PMID:9687966","0","0"
"PMID:9696883","0","0"
"PMID:9699867","0","0"
"PMID:9703492","0","0"
"PMID:9703493","0","0"
"PMID:9711432","0","0"
"PMID:9713382","0","0"
"PMID:9721254","0","0"
"PMID:9722424","0","0"
"PMID:9724985","0","0"
"PMID:9727078","0","0"
"PMID:9727600","0","0"
"PMID:9734998","0","0"
"PMID:9735001","0","0"
"PMID:9755147","0","0"
"PMID:9760285","0","0"
"PMID:9780305","0","0"
"PMID:9784239","0","0"
"PMID:9787402","0","0"
"PMID:9797086","0","0"
"PMID:9804404","0","0"
"PMID:9813850","0","0"
"PMID:9835368","0","0"
"PMID:9846977","0","0"
"PMID:9847627","0","0"
"PMID:9849617","0","0"
"PMID:9860881","0","0"
"PMID:9860884","0","0"
"PMID:9872724","0","0"
"PMID:9875149","0","0"
"PMID:9882594","0","0"
"PMID:9890066","0","0"
"PMID:9893163","0","0"
"PMID:9923752","0","0"
"PMID:9933320","0","0"
"PMID:9949744","0","0"
"PMID:9950660","0","0"
"PMID:9972469","0","0"
"PMID:10022274","0","0"
"PMID:10022275","0","0"
"PMID:10022276","0","0"
"PMID:10022277","0","0"
"PMID:10022287","0","0"
"PMID:10022334","0","0"
"PMID:10026930","0","0"
"PMID:10026942","0","0"
"PMID:10028699","0","0"
"PMID:10028702","0","0"
"PMID:10028703","0","0"
"PMID:10047598","0","0"
"PMID:10065088","0","0"
"PMID:10090707","0","0"
"PMID:10090709","0","0"
"PMID:10092447","0","0"
"PMID:10097509","0","0"
"PMID:10097514","0","0"
"PMID:10100135","0","0"
"PMID:10150760","0","0"
"PMID:10188189","0","0"
"PMID:10188197","0","0"
"PMID:10188200","0","0"
"PMID:10188202","0","0"
"PMID:10188206","0","0"
"PMID:10206800","0","0"
"PMID:10208776","0","0"
"PMID:10210690","0","0"
"PMID:10210697","0","0"
"PMID:10214064","0","0"
"PMID:10230841","0","0"
"PMID:10232061","0","0"
"PMID:10329503","0","0"
"PMID:10330312","0","0"
"PMID:10381306","0","0"
"PMID:10386158","0","0"
"PMID:10396883","0","0"
"PMID:10399849","0","0"
"PMID:10412367","0","0"
"PMID:10414800","0","0"
"PMID:10416295","0","0"
"PMID:10421769","0","0"
"PMID:10421770","0","0"
"PMID:10421771","0","0"
"PMID:10421773","0","0"
"PMID:10421775","0","0"
"PMID:10442434","0","0"
"PMID:10453911","0","0"
"PMID:10458152","0","0"
"PMID:10458397","0","0"
"PMID:10464085","0","0"
"PMID:10467717","0","0"
"PMID:10467718","0","0"
"PMID:10467720","0","0"
"PMID:10467721","0","0"
"PMID:10467722","0","0"
"PMID:10467723","0","0"
"PMID:10467724","0","0"
"PMID:10467725","0","0"
"PMID:10477759","0","0"
"PMID:10487862","0","0"
"PMID:10491851","0","0"
"PMID:10492894","0","0"
"PMID:10492896","0","0"
"PMID:10492898","0","0"
"PMID:10492903","0","0"
"PMID:10492904","0","0"
"PMID:10492907","0","0"
"PMID:10502531","0","0"
"PMID:10503711","0","0"
"PMID:10541437","0","0"
"PMID:10544152","0","0"
"PMID:10553905","0","0"
"PMID:10555441","0","0"
"PMID:10556060","0","0"
"PMID:10575555","0","0"
"PMID:10580314","0","0"
"PMID:10581113","0","0"
"PMID:10582026","0","0"
"PMID:10582599","0","0"
"PMID:10586706","0","0"
"PMID:10590398","0","0"
"PMID:10591616","0","0"
"PMID:10620523","0","0"
"PMID:10630399","0","0"
"PMID:10630565","0","0"
"PMID:10630587","0","0"
"PMID:10630701","0","0"
"PMID:10631124","0","0"
"PMID:10633206","0","0"
"PMID:10636887","0","0"
"PMID:10648129","0","0"
"PMID:10659786","0","0"
"PMID:10666990","0","0"
"PMID:10676759","0","0"
"PMID:10680769","0","0"
"PMID:10688029","0","0"
"PMID:10705359","0","0"
"PMID:10706532","0","0"
"PMID:10711323","0","0"
"PMID:10715219","0","0"
"PMID:10718712","0","0"
"PMID:10720706","0","0"
"PMID:10720768","0","0"
"PMID:10723272","0","0"
"PMID:10723965","0","0"
"PMID:10728227","0","0"
"PMID:10731608","0","0"
"PMID:10739053","0","0"
"PMID:10739073","0","0"
"PMID:10745105","0","0"
"PMID:10748669","0","0"
"PMID:10751737","0","0"
"PMID:10753091","0","0"
"PMID:10756653","0","0"
"PMID:10759430","0","0"
"PMID:10759431","0","0"
"PMID:10778882","0","0"
"PMID:10794836","0","0"
"PMID:10800434","0","0"
"PMID:10806411","0","0"
"PMID:10811578","0","0"
"PMID:10817667","0","0"
"PMID:10831568","0","0"
"PMID:10844189","0","0"
"PMID:10849494","0","0"
"PMID:10851204","0","0"
"PMID:10852843","0","0"
"PMID:10854122","0","0"
"PMID:10856020","0","0"
"PMID:10856651","0","0"
"PMID:10859267","0","0"
"PMID:10861953","0","0"
"PMID:10862559","0","0"
"PMID:10862560","0","0"
"PMID:10862561","0","0"
"PMID:10862562","0","0"
"PMID:10866031","0","0"
"PMID:10866441","0","0"
"PMID:10867682","0","0"
"PMID:10869449","0","0"
"PMID:10870698","0","0"
"PMID:10874653","0","0"
"PMID:10875272","0","0"
"PMID:10884535","0","0"
"PMID:10902667","0","0"
"PMID:10903619","0","0"
"PMID:10903828","0","0"
"PMID:10908839","0","0"
"PMID:10910473","0","0"
"PMID:10910979","0","0"
"PMID:10913784","0","0"
"PMID:10919361","0","0"
"PMID:10921901","0","0"
"PMID:10926830","0","0"
"PMID:10943450","0","0"
"PMID:10943468","0","0"
"PMID:10945870","0","0"
"PMID:10946910","0","0"
"PMID:10972996","0","0"
"PMID:10974355","0","0"
"PMID:10984253","0","0"
"PMID:10984716","0","0"
"PMID:10984977","0","0"
"PMID:10992112","0","0"
"PMID:10996675","0","0"
"PMID:11008698","0","0"
"PMID:11013715","0","0"
"PMID:11014838","0","0"
"PMID:11017780","0","0"
"PMID:11017896","0","0"
"PMID:11021517","0","0"
"PMID:11021519","0","0"
"PMID:11021521","0","0"
"PMID:11028611","0","0"
"PMID:11032764","0","0"
"PMID:11035990","0","0"
"PMID:11035997","0","0"
"PMID:11045500","0","0"
"PMID:11055623","0","0"
"PMID:11057411","0","0"
"PMID:11057592","0","0"
"PMID:11057683","0","0"
"PMID:11057685","0","0"
"PMID:11057693","0","0"
"PMID:11057722","0","0"
"PMID:11064003","0","0"
"PMID:11078589","0","0"
"PMID:11083030","0","0"
"PMID:11083105","0","0"
"PMID:11097788","0","0"
"PMID:11098434","0","0"
"PMID:11102288","0","0"
"PMID:11102301","0","0"
"PMID:11110024","0","0"
"PMID:11114573","0","0"
"PMID:11116345","0","0"
"PMID:11121295","0","0"
"PMID:11128875","0","0"
"PMID:11133400","0","0"
"PMID:11137694","0","0"
"PMID:11138478","0","0"
"PMID:11138672","0","0"
"PMID:11145181","0","0"
"PMID:11149256","0","0"
"PMID:11153953","0","0"
"PMID:11159852","0","0"
"PMID:11161649","0","0"
"PMID:11161681","0","0"
"PMID:11161769","0","0"
"PMID:11162717","0","0"
"PMID:11162924","0","0"
"PMID:11163426","0","0"
"PMID:11164537","0","0"
"PMID:11166677","0","0"
"PMID:11166681","0","0"
"PMID:11171407","0","0"
"PMID:11171644","0","0"
"PMID:11178521","0","0"
"PMID:11180271","0","0"
"PMID:11180839","0","0"
"PMID:11184192","0","0"
"PMID:11187724","0","0"
"PMID:11187725","0","0"
"PMID:11187726","0","0"
"PMID:11187727","0","0"
"PMID:11187728","0","0"
"PMID:11187729","0","0"
"PMID:11187730","0","0"
"PMID:11187731","0","0"
"PMID:11187732","0","0"
"PMID:11187736","0","0"
"PMID:11187737","0","0"
"PMID:11187738","0","0"
"PMID:11187740","0","0"
"PMID:11187741","0","0"
"PMID:11187742","0","0"
"PMID:11187743","0","0"
"PMID:11187744","0","0"
"PMID:11187746","0","0"
"PMID:11187747","0","0"
"PMID:11187748","0","0"
"PMID:11187749","0","0"
"PMID:11187750","0","0"
"PMID:11191086","0","0"
"PMID:11192171","0","0"
"PMID:11192656","0","0"
"PMID:11193082","0","0"
"PMID:11194541","0","0"
"PMID:11194713","0","0"
"PMID:11198078","0","0"
"PMID:11202727","0","0"
"PMID:11206373","0","0"
"PMID:11214443","0","0"
"PMID:11214444","0","0"
"PMID:11215494","0","0"
"PMID:11215679","0","0"
"PMID:11225977","0","0"
"PMID:11232198","0","0"
"PMID:11233764","0","0"
"PMID:11241777","0","0"
"PMID:11245392","0","0"
"PMID:11245577","0","0"
"PMID:11245747","0","0"
"PMID:11245879","0","0"
"PMID:11246574","0","0"
