Primary identifier,Name,Literature identifier,Outcome
CID:4632,Benzophenone-3,PMID:15458797,Reproductive
CID:8571,Benzophenone-2,PMID:15458797,Reproductive
CID:4632,Benzophenone-3,PMID:15458797,Reproductive
CID:8571,Benzophenone-2,PMID:15458797,Reproductive
CID:4632,Benzophenone-3,PMID:15458797,Reproductive
CID:8571,Benzophenone-2,PMID:15458797,Reproductive
CID:8571,Benzophenone-2,PMID:15458797,Reproductive
CID:4632,Benzophenone-3,PMID:15458797,Cell damage
CID:8571,Benzophenone-2,PMID:15458797,Cell damage
CID:4632,Benzophenone-3,PMID:15458797,Reproductive
CID:4632,Benzophenone-3,PMID:15458797,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Pregnancy
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:2733526,Tamoxifen,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:448537,Diethylstilbestrol,PMID:15470002,Reproductive
CID:222757,Estradiol 3-benzoate,PMID:15501383,Reproductive
CID:222757,Estradiol 3-benzoate,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:6623,Bisphenol A,PMID:15501383,Reproductive
CID:1752,4-Nonylphenol,PMID:15509668,Reproductive
CID:1752,4-Nonylphenol,PMID:15509668,Reproductive
CID:6623,Bisphenol A,PMID:15509668,Reproductive
CID:6623,Bisphenol A,PMID:15509668,Reproductive
CID:8814,4-tert-Octylphenol,PMID:15509668,Reproductive
CID:8814,4-tert-Octylphenol,PMID:15509668,Reproductive
CID:1752,4-Nonylphenol,PMID:15518916,Neurological
CID:6623,Bisphenol A,PMID:15518916,Neurological
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15518916,Neurological
CID:1752,4-Nonylphenol,PMID:15518916,Metabolic
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15518916,Metabolic
CID:1752,4-Nonylphenol,PMID:15518916,Cognitive-Behavioral
CID:3026,Dibutyl phthalate,PMID:15518916,Cognitive-Behavioral
CID:6623,Bisphenol A,PMID:15518916,Cognitive-Behavioral
CID:1752,4-Nonylphenol,PMID:15518916,Neurological
CID:6623,Bisphenol A,PMID:15518916,Neurological
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15518916,Neurological
CID:1752,4-Nonylphenol,PMID:15518916,Neurological
CID:3026,Dibutyl phthalate,PMID:15518916,Neurological
CID:6623,Bisphenol A,PMID:15518916,Neurological
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15518916,Neurological
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15518916,Reproductive
CID:3026,Dibutyl phthalate,PMID:15518916,Cognitive-Behavioral
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:6623,Bisphenol A,PMID:15548368,Reproductive
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Reproductive
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Reproductive
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Reproductive
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Reproductive
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Thyroid
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Thyroid
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Thyroid
CID:76348,"4,4'-Diiodobiphenyl",PMID:15585367,Thyroid
CID:15724678,Hexabromocyclododecane,PMID:15585367,Thyroid
CID:15787,Nitrofen,PMID:15585367,Thyroid
CID:15787,Nitrofen,PMID:15585367,Thyroid
CID:15787,Nitrofen,PMID:15585367,Thyroid
CID:15787,Nitrofen,PMID:15585367,Thyroid
CID:18529,"1,2,5,6,9,10-Hexabromocyclododecane",PMID:15585367,Thyroid
CID:18529,"1,2,5,6,9,10-Hexabromocyclododecane",PMID:15585367,Thyroid
CID:18529,"1,2,5,6,9,10-Hexabromocyclododecane",PMID:15585367,Thyroid
CID:18529,"1,2,5,6,9,10-Hexabromocyclododecane",PMID:15585367,Thyroid
CID:37563,Enzacamene,PMID:15589235,Cancer
CID:448537,Diethylstilbestrol,PMID:15596228,Immune
CID:448537,Diethylstilbestrol,PMID:15596228,Immune
CID:448537,Diethylstilbestrol,PMID:15596228,Immune
CID:448537,Diethylstilbestrol,PMID:15596228,Immune
CID:448537,Diethylstilbestrol,PMID:15596228,Immune
CID:448537,Diethylstilbestrol,PMID:15596228,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:4115,Methoxychlor,PMID:15596257,Immune
CID:222284,Beta-Sitosterol,PMID:15597897,Neurological
CID:222284,Beta-Sitosterol,PMID:15597897,Cancer
CID:222284,Beta-Sitosterol,PMID:15597897,"Reproductive, Cell damage"
CID:15730,4-Octylphenol,PMID:15597897,Tumors
CID:222284,Beta-Sitosterol,PMID:15597897,Tumors
CID:448537,Diethylstilbestrol,PMID:15597897,Tumors
CID:5991,Ethinylestradiol,PMID:15597897,Tumors
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:40326,Permethrin,PMID:15599112,Reproductive
CID:15730,4-Octylphenol,PMID:15620428,Neurological
CID:1752,4-Nonylphenol,PMID:15620428,Neurological
CID:3026,Dibutyl phthalate,PMID:15620428,Neurological
CID:6623,Bisphenol A,PMID:15620428,Neurological
CID:6777,Dicyclohexyl phthalate,PMID:15620428,Neurological
CID:1752,4-Nonylphenol,PMID:15620428,Neurological
CID:3026,Dibutyl phthalate,PMID:15620428,Neurological
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15620428,Neurological
CID:15730,4-Octylphenol,PMID:15620428,Cognitive-Behavioral
CID:1752,4-Nonylphenol,PMID:15620428,Cognitive-Behavioral
CID:3026,Dibutyl phthalate,PMID:15620428,Cognitive-Behavioral
CID:6623,Bisphenol A,PMID:15620428,Cognitive-Behavioral
CID:6777,Dicyclohexyl phthalate,PMID:15620428,Cognitive-Behavioral
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15620428,Cognitive-Behavioral
CID:6618,Tetrabromobisphenol A,PMID:15635150,Reproductive
CID:6618,Tetrabromobisphenol A,PMID:15635150,Reproductive
CID:6618,Tetrabromobisphenol A,PMID:15635150,Reproductive
CID:6618,Tetrabromobisphenol A,PMID:15635150,Reproductive
CID:6619,"2,2',6,6'-Tetrachlorobisphenol A",PMID:15635150,Reproductive
CID:6619,"2,2',6,6'-Tetrachlorobisphenol A",PMID:15635150,Reproductive
CID:6619,"2,2',6,6'-Tetrachlorobisphenol A",PMID:15635150,Reproductive
CID:6619,"2,2',6,6'-Tetrachlorobisphenol A",PMID:15635150,Reproductive
CID:6623,Bisphenol A,PMID:15635150,Reproductive
CID:6623,Bisphenol A,PMID:15635150,Reproductive
CID:6623,Bisphenol A,PMID:15635150,Reproductive
CID:6623,Bisphenol A,PMID:15635150,Reproductive
CID:102614,"2,3-Bis(4-hydroxyphenyl)-propionitrile",PMID:15635152,Neurological
CID:104741,Fulvestrant,PMID:15635152,Neurological
CID:6095481,"1,3,5-Tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",PMID:15635152,Neurological
CID:6095481,"1,3,5-Tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",PMID:15635152,Neurological
CID:6095481,"1,3,5-Tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",PMID:15635152,Neurological
CID:5995,Testosterone propionate,PMID:15646809,Metabolic
CID:2999413,Zeranol,PMID:15646816,Reproductive
CID:2999413,Zeranol,PMID:15646816,Reproductive
CID:2999413,Zeranol,PMID:15646816,Reproductive
CID:2999413,Zeranol,PMID:15646816,Reproductive
CID:2999413,Zeranol,PMID:15646816,Reproductive
CID:2999413,Zeranol,PMID:15646816,Reproductive
CID:6001,"7,12-Dimethylbenz(a)anthracene",PMID:15649250,Tumors
CID:6001,"7,12-Dimethylbenz(a)anthracene",PMID:15649250,Tumors
CID:6001,"7,12-Dimethylbenz(a)anthracene",PMID:15649250,Tumors
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Cognitive-Behavioral
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Thyroid
CID:24667,Butylated hydroxyanisole,PMID:15664432,Thyroid
CID:24667,Butylated hydroxyanisole,PMID:15664432,Thyroid
CID:24667,Butylated hydroxyanisole,PMID:15664432,Thyroid
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Immune
CID:24667,Butylated hydroxyanisole,PMID:15664432,Immune
CID:24667,Butylated hydroxyanisole,PMID:15664432,Immune
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:15664432,Hepatic
CID:24667,Butylated hydroxyanisole,PMID:15664432,Hepatic
CID:24667,Butylated hydroxyanisole,PMID:15664432,Adrenal
CID:24667,Butylated hydroxyanisole,PMID:15664432,Adrenal
CID:24667,Butylated hydroxyanisole,PMID:15664432,Thyroid
CID:24667,Butylated hydroxyanisole,PMID:15664432,Reproductive
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Cognitive-Behavioral
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Cognitive-Behavioral
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Cognitive-Behavioral
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Reproductive
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Reproductive
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Immune
CID:36159,"2,2',4,4',5-Pentabromodiphenyl ether",PMID:15687051,Reproductive
CID:1982,Acephate,PMID:15697179,Affects cytokine signaling
CID:1982,Acephate,PMID:15697179,Immune
CID:1982,Acephate,PMID:15697179,Neurological
CID:1982,Acephate,PMID:15697179,Metabolic
CID:1982,Acephate,PMID:15697179,Neurological
CID:37563,Enzacamene,PMID:15705771,Developmental
CID:37563,Enzacamene,PMID:15705771,Developmental
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:37563,Enzacamene,PMID:15705771,Reproductive
CID:5280961,Genistein,PMID:15708785,Reproductive
CID:5280961,Genistein,PMID:15708785,Reproductive
CID:5280961,Genistein,PMID:15708785,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Cell damage
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Immune
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Cancer
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15716479,Hepatic
CID:20240,Isobutyl p-hydroxybenzoate,PMID:15721882,Reproductive
CID:20240,Isobutyl p-hydroxybenzoate,PMID:15721882,Reproductive
CID:8571,Benzophenone-2,PMID:15721882,Reproductive
CID:8572,"2,4-Dihydroxybenzophenone",PMID:15721882,Reproductive
CID:6623,Bisphenol A,PMID:15738621,"Pregnancy, Development"
CID:6623,Bisphenol A,PMID:15738621,Pregnancy
CID:6623,Bisphenol A,PMID:15738621,Thyroid
CID:6623,Bisphenol A,PMID:15738621,Thyroid
CID:6623,Bisphenol A,PMID:15738621,Thyroid
CID:6623,Bisphenol A,PMID:15738621,Cell damage
CID:6623,Bisphenol A,PMID:15738621,Cell damage
CID:6623,Bisphenol A,PMID:15738621,Cell damage
CID:6623,Bisphenol A,PMID:15738621,Cell damage
CID:23930,Manganese,PMID:15746010,Reproductive
CID:23930,Manganese,PMID:15746010,Reproductive
CID:23930,Manganese,PMID:15746010,Reproductive
CID:23930,Manganese,PMID:15746010,Reproductive
CID:23930,Manganese,PMID:15746010,Reproductive
CID:23930,Manganese,PMID:15746010,Reproductive
CID:448537,Diethylstilbestrol,PMID:15751030,Immune
CID:6212,Chloroform,PMID:15758249,Developmental
CID:6212,Chloroform,PMID:15758249,Metabolic
CID:6212,Chloroform,PMID:15758249,Metabolic
CID:15625,Tetrachlorodibenzodioxin,PMID:15758561,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:15758561,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:15758561,Reproductive
CID:12433,Dibromoacetic acid,PMID:15808788,Reproductive
CID:12433,Dibromoacetic acid,PMID:15808788,Reproductive
CID:12433,Dibromoacetic acid,PMID:15808788,Reproductive
CID:12433,Dibromoacetic acid,PMID:15808788,Hepatic
CID:12433,Dibromoacetic acid,PMID:15808788,Hepatic
CID:12433,Dibromoacetic acid,PMID:15808788,Neurological
CID:12433,Dibromoacetic acid,PMID:15808788,Neurological
CID:12433,Dibromoacetic acid,PMID:15808788,Neurological
CID:3224,Endosulfan,PMID:15832825,Cancer
CID:3224,Endosulfan,PMID:15832825,Cancer
CID:24085,Mercuric chloride,PMID:15862022,Cancer
CID:5991,Ethinylestradiol,PMID:15866537,Reproductive
CID:5991,Ethinylestradiol,PMID:15866537,Reproductive
CID:6623,Bisphenol A,PMID:15866537,Reproductive
CID:5991,Ethinylestradiol,PMID:15866537,Reproductive
CID:5991,Ethinylestradiol,PMID:15866537,Reproductive
CID:6623,Bisphenol A,PMID:15866537,Reproductive
CID:6623,Bisphenol A,PMID:15867144,Reproductive
CID:6623,Bisphenol A,PMID:15867144,Reproductive
CID:2347,Butyl benzyl phthalate,PMID:15883486,Cancer
CID:3026,Dibutyl phthalate,PMID:15883486,Cancer
CID:6777,Dicyclohexyl phthalate,PMID:15883486,Cancer
CID:8343,Bis(2-ethylhexyl) phthalate,PMID:15883486,Cancer
CID:2145,Aminoglutethimide,PMID:15884376,Affects cholesterol biosynthesis
CID:5833,Spironolactone,PMID:15884376,Affects cholesterol biosynthesis
CID:2145,Aminoglutethimide,PMID:15884376,"Adrenal, Neurological"
CID:2145,Aminoglutethimide,PMID:15884376,Reproductive
CID:27924,Tetradecanoylphorbol acetate,PMID:15884376,Reproductive
CID:32014,8-Bromo cyclic adenosine monophosphate,PMID:15884376,Reproductive
CID:456201,Ketoconazole,PMID:15884376,Reproductive
CID:456201,Ketoconazole,PMID:15884376,Reproductive
CID:456201,Ketoconazole,PMID:15884376,Reproductive
CID:47936,Colforsin,PMID:15884376,Reproductive
CID:53232,Lovastatin,PMID:15884376,Reproductive
CID:53232,Lovastatin,PMID:15884376,Reproductive
CID:5833,Spironolactone,PMID:15884376,Reproductive
CID:2256,Atrazine,PMID:15888671,Immune
CID:2256,Atrazine,PMID:15888671,Immune
CID:2256,Atrazine,PMID:15888671,Immune
CID:2256,Atrazine,PMID:15888671,Immune
CID:2256,Atrazine,PMID:15888671,Immune
CID:2256,Atrazine,PMID:15888671,Immune
CID:2256,Atrazine,PMID:15888671,Immune
CID:4115,Methoxychlor,PMID:15890768,Developmental
CID:4115,Methoxychlor,PMID:15890768,Developmental
CID:4115,Methoxychlor,PMID:15890768,Developmental
CID:4115,Methoxychlor,PMID:15890768,Developmental
CID:4096,Methamidophos,PMID:15891268,Thyroid
CID:4096,Methamidophos,PMID:15891268,Thyroid
CID:4096,Methamidophos,PMID:15891268,Thyroid
CID:23973,Cadmium,PMID:15894438,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:15902423,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15902423,Cell damage
CID:15625,Tetrachlorodibenzodioxin,PMID:15902423,Thyroid
CID:15625,Tetrachlorodibenzodioxin,PMID:15902423,Thyroid
CID:119115,"1-Chloro-4-(2,2-dichloro-1-(4-chlorophenyl)ethenyl)-3-(methylsulfonyl)benzene",PMID:1591480,Adrenal
CID:39676,Vinclozolin,PMID:15929892,Cognitive-Behavioral
CID:39676,Vinclozolin,PMID:15929892,Cognitive-Behavioral
CID:39676,Vinclozolin,PMID:15929892,Cognitive-Behavioral
CID:39676,Vinclozolin,PMID:15929892,Cognitive-Behavioral
CID:39676,Vinclozolin,PMID:15929892,Cognitive-Behavioral
CID:469625,Glyphosate-isopropylammonium,PMID:15929894,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:5280961,Genistein,PMID:15930323,Reproductive
CID:39676,Vinclozolin,PMID:15933200,Reproductive
CID:4115,Methoxychlor,PMID:15933200,Reproductive
CID:39676,Vinclozolin,PMID:15933200,Reproductive
CID:4115,Methoxychlor,PMID:15933200,Reproductive
CID:39676,Vinclozolin,PMID:15933200,Reproductive
CID:4115,Methoxychlor,PMID:15933200,Reproductive
CID:39676,Vinclozolin,PMID:15933200,"Reproductive, Cell damage"
CID:4115,Methoxychlor,PMID:15933200,"Reproductive, Cell damage"
CID:39676,Vinclozolin,PMID:15933200,Reproductive
CID:4115,Methoxychlor,PMID:15933200,Reproductive
CID:7456,Methyl p-hydroxybenzoate,PMID:15941009,Reproductive
CID:7456,Methyl p-hydroxybenzoate,PMID:15941009,Reproductive
CID:8434,Ethyl 4-hydroxybenzoate,PMID:15941009,Reproductive
CID:8434,Ethyl 4-hydroxybenzoate,PMID:15941009,Reproductive
CID:86138,Fenbuconazole,PMID:15942997,Cancer
CID:8571,Benzophenone-2,PMID:15951094,Thyroid
CID:8571,Benzophenone-2,PMID:15951094,Reproductive
CID:8571,Benzophenone-2,PMID:15951094,Metabolic
CID:89594,Nicotine,PMID:15963341,"Neurological, Cell damage"
CID:89594,Nicotine,PMID:15963341,"Neurological, Cell damage"
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Developmental
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Developmental
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Reproductive
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Skeletal
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Reproductive
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Reproductive
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:15979666,Reproductive
CID:40470,Aroclor 1254,PMID:15997204,Thyroid
CID:40470,Aroclor 1254,PMID:15997204,Thyroid
CID:3347,Fenvalerate,PMID:16005607,Reproductive
CID:3347,Fenvalerate,PMID:16005607,Cognitive-Behavioral
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:5366415,Sodium methyldithiocarbamate,PMID:1601208,Immune
CID:8028,Tetrahydrofuran,PMID:1601226,"Pregnancy, Development"
CID:8028,Tetrahydrofuran,PMID:1601226,"Pregnancy, Development"
CID:8028,Tetrahydrofuran,PMID:1601226,Skeletal
CID:8028,Tetrahydrofuran,PMID:1601226,Skeletal
CID:8028,Tetrahydrofuran,PMID:1601226,Pregnancy
CID:8028,Tetrahydrofuran,PMID:1601226,Pregnancy
CID:8028,Tetrahydrofuran,PMID:1601226,Reproductive
CID:8028,Tetrahydrofuran,PMID:1601226,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:16023279,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:16023279,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:16023279,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:16023279,Reproductive
CID:24667,Butylated hydroxyanisole,PMID:16023279,Hepatic
CID:6623,Bisphenol A,PMID:16029874,Affects cytokine signaling
CID:6623,Bisphenol A,PMID:16029874,Developmental
CID:6623,Bisphenol A,PMID:16029874,Immune
CID:4004,Malathion,PMID:16079077,Cell damage
CID:4004,Malathion,PMID:16079077,Tumors
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:16112788,Developmental
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:16112788,Reproductive
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:16112788,Reproductive
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:16112788,Reproductive
CID:5355130,2-Ethylhexyl methoxycinnamate,PMID:16112788,Metabolic
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:37542,Ribavirin,PMID:16121321,Reproductive
CID:6623,Bisphenol A,PMID:16123166,Reproductive
CID:23973,Cadmium,PMID:16144812,"Metabolic, Reproductive"
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:5280961,Genistein,PMID:16162389,Immune
CID:15625,Tetrachlorodibenzodioxin,PMID:16167324,Adrenal
CID:15625,Tetrachlorodibenzodioxin,PMID:16167324,Neurological
CID:15625,Tetrachlorodibenzodioxin,PMID:16177221,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:16177221,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:16177221,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:16177221,Reproductive
CID:15625,Tetrachlorodibenzodioxin,PMID:16177221,Reproductive
CID:1483,"2,4,6-Tribromophenol",PMID:16177243,Reproductive
CID:3086109,"3,5-Dibromo-2-(2,4-dibromophenoxy)phenol",PMID:16177243,Reproductive
CID:2730,Chlorpyrifos,PMID:16203236,Reproductive
CID:119354,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-4-(methylsulfonyl)-",PMID:16216300,Reproductive
CID:153962,"1,1'-Biphenyl, 2,2',3,4',5',6-hexachloro-5-(methylsulfonyl)-",PMID:16216300,Reproductive
CID:38015,"2,3,3',4',6-Pentachlorobiphenyl",PMID:16216300,Reproductive
CID:38016,"2,2',3,4',5',6-Hexachlorobiphenyl",PMID:16216300,Reproductive
CID:2256,Atrazine,PMID:16221967,Neurological
CID:2256,Atrazine,PMID:16221967,Neurological
CID:2256,Atrazine,PMID:16221967,Neurological
CID:246598,"2,2-(2-Chlorophenyl-4'-chlorophenyl)-1,1-dichloroethene",PMID:16243481,Neurological
CID:299,Chlordecone,PMID:16243481,Neurological
CID:3035,Dichlorodiphenyl dichloroethylene,PMID:16243481,Neurological
CID:4115,Methoxychlor,PMID:16243481,Neurological
CID:591200,Di-(5-methylhexyl)phthalate,PMID:16249068,Reproductive
CID:591200,Di-(5-methylhexyl)phthalate,PMID:16249068,Reproductive
CID:591200,Di-(5-methylhexyl)phthalate,PMID:16249068,Skeletal
CID:591200,Di-(5-methylhexyl)phthalate,PMID:16249068,Pregnancy
